"Word","Part_of_Speech","Etymology","Definition","Examples_and_Notes","Source_Page"
"Káit, káith or kayasth","n.m.","S. kāyastha","A writer","In Bashahrí, Kumhársainí, Maṇḍí and the Simla Hill States he is called Bakhshí or Munshí","69"
"Kaith","n.m.","","See Káit","","69"
"Káíṭí","n.f.","","Moss, lichen","","69"
"Káj","n.m.","S. Kāryya","Work, business, an action","","69"
"Kajo","adv.","","What for?","In Káňgṛá, Biláspur and the Simla Hills, kwé or kway is used","69"
"Kákh","n.m.","","A straw","Proverb: Bharí múṭh lakkho rí, Kholí kakho rí. 'A closed fist will hold a million, An open one will not hold a straw.' (Meaning that honour is the best thing, and a dishonoured thing is worth nothing.)","69"
"Kakkar","n.m.","","A tree which yields valuable timber","","69"
"Kákkar","n.m.","","The barking deer","","69"
"Kákṛí","n.f.","S. Karkaṭī","(1) A cucumber; (2) The lung disease","rog, n.m. Lung disease","69"
"Kaku","n.m.","","A polite term used in addressing a boy","","69"
"Kál or káll","adv.","","Yesterday","-byálé, adv. Yesterday evening; -bhyáňsrí, adv. Yesterday morning","69"
"Kál","n.f.","S. Kalaha","Dispute, quarrel, struggle","-hoṇí, v.s. re. To be disputed, to struggle","69"
"Ká'l","n.m.","S. Akāla, and Kāla","(1) The time of a famine; Famine. -paṛṇá, v.i. ir. To be a famine year","69"
"Kál, kálo","n.m.","S. Kāla, time","Death, demise","","69"
"Kálá or -u","adj.","H. kālā","Black","m.; f. -í, pl. -é","69"
"Kalam","n.f.","H. qalam","A pen","-baṇáwṇí, v.t. re. To mend a pen","69"
"Kálaṇ or kálṇé","n.f.","","A variety of coarse rice sown on high hills","","69"
"Kaláo or kaláw","n.m.","","A kind of pea","cf. Kláw (Balsan)","69"
"Kalewá","n.m.","","Breakfast","-karṇá, v.t. re. To take breakfast","69"
"Kalgí","n.f.","H. kalgī","An ornament worn on a turban","","69"
"Kálí-marcho-re dáṇé","n.m. pl.","","Black pepper seed","","69"
"Káljá","n.m.","H. kalejā","Liver","Also káljú","69"
"Kalká or -u","adj.","","Saltish, too salty","m.; f. -í, pl. -é","69"
"Kálú-bír","n.m.","","See Kahlú-bír","","70"
"Kám","n.m.","S. karma","Work, business","-káj, n.m. Domestic duties; -kás, n.m. Office or household duties","70"
"Kam","adj.","H. kam","Less","-hoṇá, v.i. ir. To be less; -karṇu, v.t. ir. To make less; -í, n.f. Deficiency","70"
"Kámá","n.m.","","A servant","Káňgṛá, Biláspúr and Nálágarh","70"
"Kamáí","n.f.","H. kamāī","(1) Earnings, wages; (2) Fate, fortune","","70"
"Kamál","n.m.","","A kind of grass","","70"
"Kamaṇḍí","n.f.","","See Iňkh (Káňgṛá)","","70"
"Kamámá or kamáiṛó","p.p.","","Having earned","","70"
"Kamáwňdá","p.p.","","Earning","f. -í, pl. -é","70"
"Kamáwṇu","v.t. re.","","To earn","","70"
"Kamáwu-huňḍu, -á","p.p.","","Earned","m.; f. -í, pl. -é","70"
"Kámdár","n.m.","","An official","-í, n.f. Officialdom. Generally used to denote the officials of a parganá. Each parganá has five officials: the mahtá or mantá, karáuk or kráuk, siáṇá, gheňghṇá, and piádá. The mahtá corresponds to a náib-tahsildár and decides petty cases. The kráuk collects the cash revenue and hands it over to the mahtá for payment into the State treasury. He has also to manage the corvée in his parganá. The siáṇá examines the revenue accounts to see if any land-revenue remains unrealized. The gheňghṇá's duty is to realize the clarified butter levied on certain grass lands. The piádá's is to carry out the orders of the mahtá, kráuk and siáṇá. (Also kárdár.)","70"
"Kámdárí","n.f.","","See Kámdár","","70"
"Kámdhenu","n.f.","S. Kāmadhenu","The cow of plenty, also used for any cow that never calves yet always gives milk","","70"
"Kamhálú","n.m.","","A kind of basket used to keep wool in for spinning. dim. A small long basket to keep wool in.","","70"
"Kamí","n.f.","H. kamī","Decrease, deficiency","-karṇí, v.i. ir. To decrease; -hoṇí, v.i. re. To be decreased","70"
"Kammal","n.m.","S. Kambala; H. kambal","A blanket","","70"
"Kammar","n.f.","H. kamar","The waist","-báň-ṇí, v.i. re. (1) To gird up one's loins; (2) To be ready","70"
"Kamwáṇu","v.t. re.","","To cause or allow to earn","f. -í, pl. -é","70"
"Káṇ","n.m. pl.","S. Karṇa; H. kān","Ears, the organs of hearing","","70"
"Káṇá","adj.","H. kāṇā","One-eyed","m.; f. -í, pl. -é. Also káṇu","70"
"Kaṇá, -ú","adj.","","The youngest","m.; f. -í, pl. -é","70"
"Kaṇáit","n.m.","","See Kanét","","70"
"Kaṇak","n.f.","H. kanak","Wheat","Syn. Geúň or Giúň","70"
"Kaṇálí","n.f.","","A large wooden vessel used for kneading flour, etc.","","70"
"Kaṇáwará","n.m.","","An inhabitant of Kanáwar","f. -í, pl. -é","70"
"Kaṇbál","n.m.","","The ceremony of boring a child's ears","","70"
"Kaṇbálí","n.f.","H. kān-bālī","An earring","Also kaṇṭálí","70"
"Kaṇbíchá","n.m.","","A heavy earring worn in the middle of the ear","","70"
"Kālu bīr","n.m.","","A spirit who lives on the mountains and whose anger causes landslips.","See Kahlú bīr. It must be appeased with sacrifice (Chambā).","70"
"Kám","n.m.","(S. karma)","Work, business.","káj, n.m. Domestic duties. kas, n.m. Office or household duties.","70"
"Kam","adj.","(H.)","Less.","honā, v.i. ir. To be less. karnu, v.t. ir. To make less. -í n.f. Deficiency.","70"
"Kámá","n.m.","","A servant.","(Kāngrā, Bilāspūr and Nālāgarh.)","70"
"Kamāī","n.f.","(H.)","(1) Earnings, wages. (2) Fate, fortune.","","70"
"Kamāl","n.m.","","A kind of grass.","","70"
"Kamandī","n.f.","","A term for sugarcane.","See Iṅkh (Kāngrā).","70"
"Kamāwnu","v.t. re.","","To earn.","pre. par. Kamāwṇdá. c.p. Kamāma or kamāwró. pas. par. Kamāwu-huṇḍu -á, m.; f. -ī, pl. -é. Earned.","70"
"Kamdār","n.m.","","An official.","f. -í, n.f. Officialdom. Generally used to denote the officials of a parganā. Each parganā has five officials: the mahtā or mantā, karāuk or krāuk, siānā, gheṇghṇā, and piādā.","70"
"Kamdārī","n.f.","","The work and circle of a Kamdār.","See Kāmdār.","70"
"Kamdhenu","n.f.","(S.)","The cow of plenty, also used for any cow that never calves yet always gives milk.","","70"
"Kamhalī","n.f.","","A kind of basket used to keep wool in for spinning.","","70"
"Kamhaltu","n.m.","","A small long basket to keep wool in; diminutive of Kamhalī.","","70"
"Kamī","n.f.","(H.)","Decrease, deficiency.","karnī, v.t. ir. To decrease. honī, v.i. ir. To be decreased.","70"
"Kammal","n.m.","(H. kambal, S. Kamvala)","A blanket.","","70"
"Kamar","n.f.","(H. kamar)","The waist.","bān-nī, v.t. re. (1) To gird up one's loins. (2) To be ready.","70"
"Kamwānu","v.t. re.","","To cause or allow to earn.","f. -ī, pl. -é.","70"
"Ka'n","n.m. pl.","(S. Karna, H. kān)","Ears, the organs of hearing.","","70"
"Kanā","adj. m.","(H.)","One-eyed.","f. -í, pl. -é. (Also kānu).","70"
"Kanā, -u","adj. m.","","The youngest.","f. -ī, pl. -é.","70"
"Kanait","n.m.","","See Kanet.","","70"
"Kanak","n.f.","(H.)","Wheat.","(Syn. Geūň or Giūň).","70"
"Kanāli","n.f.","","A large wooden vessel used for kneading flour, etc.","","70"
"Kanāwarā","n.m.","","An inhabitant of Kanāwar.","f. -ī, pl. -é.","70"
"Kanbāl","n.m.","","The ceremony of boring a child's ears.","","70"
"Kanbālī","n.f.","(H.)","An earring.","(Also kaṇṭālī).","70"
"Kanbīchā","n.m.","","A heavy earring worn in the middle of the ear.","","70"
"Kanchha or -u","adj. m.","","Younger, youngest.","f. -ī, pl. -é.","71"
"Kanchhūl","n.f.","","The right of the youngest brother to get a field over and above his share as one of the brothers.","","71"
"Kāndā","n.m.","(H. kāṇṭā)","(1) A thorn. (2) A ridge.","(1) -chubhnā, v.s. re. To be pierced with a thorn.","71"
"Kandā","pre. par. m.","","Groaning.","f. -ī, pl. -é.","71"
"Kan-de-lāgnu","v.i. re.","","To begin to groan.","f. -ī, pl. -é.","71"
"Kaṇḍeī","n.f.","(S. Kaṇṭakārikā)","A medicinal plant; a sort of prickly nightshade.","(Solanum jacquinii)","71"
"Kandyāī","n.f.","","A kind of thorny herb used in medicine.","","71"
"Kanerū, kanherū","n.m.","","An iron tip for an arrow.","","71"
"Kanet","n.m.","","The term for the fourth class of the Hindūs in the Simla Hills.","f. -aṇ, n.f. The Kanets are divided into several hundred septs. A proverb runs: 'Kaneto rī mā ek, bāp ṭhārā' - 'A Kanet has one mother and eighteen fathers'.","71"
"Kangano","n.m. pl.","(S. Kaṅkaṇa)","Bracelets.","","71"
"Kāṅgru","n.m.","","A small comb.","(Diminutive of kāṅgo)","71"
"Kanhaiṭnu","v.t. re.","","To gather, to collect.","f. -ī, pl. -é.","71"
"Kanhór","n.m.","","Chestnut; Wild chestnut.","In Bashāhr they make flour of wild chestnuts by keeping them for some time in running water.","71"
"Kanī","n.f.","(H.)","A very small bit.","As. hīre rī kanī 'A small bit of diamond'.","71"
"Kanīa or kanīró","c.p.","","Having groaned.","","71"
"Kanié","pro.","","With which.","adv. Why.","71"
"Kanī-joga","phrase","","For what purpose, what for.","","71"
"Kaṅkī","n.f.","","Lingering, delay.","lānī, v.t. re. To linger.","71"
"Kankórī","n.f.","","A Brahman girl given in marriage to a Brahman and dowered by a chief's wife.","","71"
"Kann","n.m.","(S. skandha)","Shoulder.","-o-pāṇde, adv. On the shoulders.","71"
"Kannā","adj. m.","","See Kanchha.","f. -ī, pl. -é.","71"
"Kan-nu","v.r. re.","","To groan.","f. -ī, pl. -é.","71"
"Kānṛī","n.f.","","See Kairī.","","71"
"Kaṅsā","n.m.","(S. Kāṅsya)","Bell-metal, white metal.","","71"
"Kansī","n.f.","","A blacksmith's tool.","","71"
"Kantālī","n.f.","","See Kanbālī.","","71"
"Kantāwnu","v.t. re.","","To cause or allow to groan.","f. -ī, pl. -é.","71"
"Kantāwnu","v.t. re.","","To trouble.","f. -ī, pl. -é.","71"
"Kantha","n.m.","(H.)","A big necklace.","","71"
"Kanthi","n.f.","","A small necklace.","bān-nī, v.t. re. To make a disciple.","71"
"Kanthi","n.f.","","A necklace of tulsi (worn by males).","","71"
"Kānu","adj. m.","","See Kānā.","","71"
"Kānu","n.m. pl.","","Husks of rice.","","71"
"Kanauḍú","n.m.","","A disliked man, an enemy.","f. -ī.","71"
"Kāyā or kuwāā","n.f.","","A human body, an incarnation.","","72"
"Kapat","n.m.","(H.)","Deceit.","-ī, adj. Deceitful.","72"
"Kaptī","adj.","(S. Kapaṭin)","Deceitful.","","72"
"Kār or kár","n.f.","(S. Kāra)","Duty, work, business.","Deo kár - The work of a godling. Ráulī-kár, State business. Jai-jer-kár - A blessing used in greeting a god or deity.","72"
"Karahā","n.m.","","Revenue, taxes.","-bharnā, v.a. re. To pay taxes.","72"
"Karam","n.m.","(S. Karma)","Work, duty.","","72"
"Kriyā-karam","n.m.","","(1) The last duties performed after cremation. (2) An act.","","72"
"Karāṛpaṇ","n.m.","(H.)","Bitterness.","","72"
"Karāwnu","v.t. re.","","To cause or allow to do or make.","f. -ī, pl. -é.","72"
"Karbār","n.m.","(H.)","Business.","-karnā, v.i. ir. To be engaged.","72"
"Karbārī","n.m.","","One who manages, a manager.","","72"
"Karchhā","n.m.","","A large spoon used in cooking pulse.","f. -ī, A spoon. -u, n.m. A small spoon.","72"
"Karhaul","n.f.","","A loan.","-kárhnī, v.a. re. To borrow.","72"
"Karhāwnu","v.t. re.","","To cause to borrow.","","72"
"Karhnu","v.t. re.","","(1) To boil. (2) To take out.","","72"
"Karj","n.m.","(P. qarz, a debt)","(1) A debt. (2) Revenue.","Proverb: 'Karj dī jimi ṭhāṇḍe, pānī rā nhān súré jágā.' - 'Land on payment of taxes and a cold bath can be had everywhere.'","72"
"Kārkhāna","n.m.","(H.)","Workshop.","","72"
"Karnāl","n.m.","","A long kind of musical instrument made of brass.","-bājnī, v.a. re. To blow the karnāl. -chī, n.m. One who blows the karnāl.","72"
"Karnu","v.t. ir.","(H. karnā)","To do, to make, to work.","f. -ī, pl. -é. pre. par. Kardā. c.p. Karā or Karnró. pas. ten. Kīnyāň. pas. par. Kīū-huṇḍu.","72"
"Kartā","n.m.","","Household work.","","72"
"Karū","v.","","May I do?","","72"
"Karūwī-roṭī","n.f.","","See Kaurī-roṭī.","","72"
"Karūwā, -u","adj. m.","","Bitter, distasteful.","f. -ī, pl. -é.","72"
"Kas","pro.","","Whom.","'Kas bolū?' - 'Whom do you say?'","72"
"Kash, kaush","n.m.","","(1) An oath, an ordeal. (2) Contamination.","-charnā, v.a. re. To be contaminated with verdigris.","72"
"Kashātū","n.m.","","A species of rice, red in colour.","(Also Kshātū).","72"
"Kashī","n.f.","","A hoe.","lānī, v.a. re. To work with a hoe.","72"
"Kāshī","n.f.","","(1) Pasture. (2) Branches of forest trees cut as fodder for goats etc.","-chān-nī, v.t. re. To make pasture for cattle. -khe-dewnu, v.a. re. To go to bring leaves for cattle.","72"
"Kash-karnā","v.i. re.","","To take an oath.","Also -lanā or -thwāwnā.","72"
"Kashokrā","n.m.","","An agreement by which one party who agrees to the other's taking an oath has to pay a rupee to the ruler.","pānā, v.i. re. To pay a rupee to the ruler for the other party's agreeing to undergo an ordeal.","72"
"Kasmal","n.m.","","Barberry (Berberis lycium).","A shrub with sharp thorns and black berries which ripen in June. The root, which is like turmeric in colour, is used as a poultice for diseases of the eye. Rasauṇt in Hindi.","73"
"Kashnu","v.t. re.","(H. kasnā)","To tighten, to bind.","","73"
"Kashnu-kashāwnu","v.i. re.","","To be ready to gird up one's loins.","","73"
"Kaslarā or -u","pro. m.","","See Kasrā.","f. -ī, pl. -é.","73"
"Kaslārī","n.f.","","The act of presenting butter to a village deity.","The people store clarified butter in the name of a village deity, and when the ghirā (receptacle) is full, offer it first to the deity and then use it.","73"
"Kasht","n.m.","(S. Kashṭa)","Trouble, pain.","-hoṇā, v.s. ir. To be in trouble. -thāwṇā, v.t. re. To take trouble.","73"
"Kasr or kassī","n.f.","","Illness, sickness.","-hoṇī, v.s. ir. To be ill.","73"
"Kasrā or -u","pro. m.","","Whose.","f. -ī, pl. -é.","73"
"Kassam","n.f.","(P. qasam)","An oath, an ordeal.","-khān-nī or thwāwnī, v.i. re. To take an oath.","73"
"Kastūrī","n.f.","(S. Kastūrī)","Musk or a musk-pod.","The perfume so called is brought from Tibet, Nepal, Bhutan, Kashmīr and Kanāwar. It is also found wild in the Simla hills.","73"
"Katāb","n.m.","(H. kitāb)","A book.","pl. -o.","73"
"Katāī or ktāī","n.f.","","The act of cutting.","-lāgnī, v.s. re. To begin cutting.","73"
"Katāī or ktāī","n.f.","","The act of spinning.","","73"
"Kathā","n.f.","(S.)","A story or history such as the Rāmāyana or Mahābhārata.","A tax was formerly levied on this in Kullū. bānchnī, v.i. re. To relate a story.","73"
"Kathérū","n.m. pl.","","A kind of hill peaches that ripen in October.","","73"
"Katān","adv. pro.","","Several.","(Also ktān).","73"
"Katarnu","v.t. re.","(H. katarnā)","To clip, to cut with scissors.","","73"
"Katāwnu","v.t. re.","","To cause or allow to cut or fell.","f. -ī, pl. -é.","73"
"Katāwnu","v.t. re.","","To cause or allow to spin.","f. -ī, pl. -é.","73"
"Kātī","n.m.","(S. Kārtika)","The seventh Hindū month corresponding to October.","-é, adv. In October.","73"
"Kātnu","v.t. re.","","To spin.","f. -ī, pl. -é. Kātā-huṇḍā, pas. par. Spun. Kātdā, pre. par. Spinning. Kātia or kātró, c.p. Having spun. Kātā, pas. ten. Spun.","73"
"Kāṭṇu","v.t. re.","","To cut, to fell.","f. -ī, pl. -é. Kāṭdā, pre. par. Cutting. Kāṭia, c.p. Having cut. Kāṭu-huṇḍu, pas. par. Cut.","73"
"Kau","pro.","","See Kāā.","","73"
"Kauṇī","n.f.","(S. Kaṅgu)","A kind of grain (Panicum Italicum).","Several varieties are cultivated and used as food by the poor.","73"
"Kauṅl","n.m.","(S. Kamala)","(1) A lotus. (2) A cup.","","73"
"Kaun","n.m.","(S. kaṅgu)","A sort of panic grass.","","74"
"Kauṅṭhī","n.f.","(S. Shyāmāka)","A kind of grain (Panicum frumentaceum, etc).","Also shāṅkh.","74"
"Kaurī-roṭī","n.f.","","A tax levied on the death of a chief at one rupee per house, payable on the 5th, 7th, or 9th day after the demise.","The money raised is spent on the performance of the rites called kriya-karm.","74"
"Kauwā","n.m.","(S. Kāka)","A crow.","","74"
"Kāyā-dharnī","v.i. re.","","To assume a human form.","","74"
"Kāyath","n.m.","","See Kāit.","","74"
"Kaziyā","n.m.","(P. qazīyah)","A quarrel, a dispute, strife.","-karnā, v.i. re. To dispute. -honā, v.i. ir. To be disputed.","74"
"Kbakht","n.m.","(H. kam-bakht)","Unfortunate, unlucky.","-ī, n.f. Misfortune.","74"
"Khāt","n.f.","(P. qabāhat)","Inconvenience, objection.","-hoṇī, v.s. ir. To be inconvenient. -karnī, v.a. re. To make inconvenient. Also Kabāt or kiāt.","74"
"Kchāetu, kchaethu","adj. m.","","Undesired, not easy.","f. -ī, pl. -é. (Also kachāetu or kachārthu).","74"
"Kchāī","n.f.","(H. kachchāī)","Weakness, immaturity.","","74"
"Kchajā, -u","adj. m.","","Of no use, bad, wicked.","f. -ī, pl. -é.","74"
"Kehājū, -ā","adj. m.","","(1) Not good, i.e. bad. (2) Good for nothing.","f. -ī, pl. -é.","74"
"Kehāl","n.f.","(H. kuchāl)","A bad custom.","","74"
"Kehālī or kehāwlī","n.f.","","An esculent root also called ghuiṅyāṅ.","","74"
"Kchāwlī","n.f.","","See Kehālī.","","74"
"Kehyūṇḍ","n.f.","","A squint.","-deṇī, or -mārnī, v.t. re. To see with one eye.","74"
"Kdāurū","n.m.","","A wild plant like mistletoe, but with red berries.","","74"
"Kdhangā or -u","adj. m.","","Not well-shaped, ugly.","f. -ī, pl. -é.","74"
"Kdīmī","adj.","(P. qadīmī)","Eternal, perpetual, firm.","","74"
"Kdīthlī or kdītha","n.m.","","The flour of the black gram called kodā.","","74"
"Kḍol","adj.","","Of an ugly shape.","","74"
"Kḍolī","n.f.","","Bread made of kodā.","","74"
"Kḍoshle","n.m. pl.","","Loaves made of kodā.","","74"
"Ke","conj.","","Or, either.","(Also ki).","74"
"Kebrí","adv.","","See Kabarī.","(Bashahr and Kotgarh).","74"
"Keī, ketī or kethī","adv.","","Where? At what place?","","74"
"Kele","n.m. pl.","(S. kadalī)","Plantains.","-lāne, v.s. re. To cultivate plantains. -khāṇe, v.i. re. To eat plantains.","74"
"Keló","n.f.","","A species of cedar (Pinus deodara).","","74"
"Keḷtī, kelwī","n.f.","","A small cedar tree.","","74"
"Kelwī","n.f.","","See the preceding.","","74"
"Kéň, kyéň","pro.","","Anything.","","74"
"Kenshī","adv.","","On which day?","","74"
"Kenu","adv.","","See Kishu.","(Bashahr and Kotgarh).","74"
"Kéň-yiň","pro.","","Something or anything.","","74"
"Kéň-yiň-nī","pro.","","Nothing.","","74"
"Kera","adv.","","See Kishu.","(Bāghal, Kunihār and Bilāspūr).","75"
"Kerī, kyārī","n.f.","","Neck.","Syn. gardan.","75"
"Ké'ru","adv.","","See Kishu.","(Balsan and Madhān).","75"
"Késh","n.m. pl.","(S. Kesha)","Hair.","","75"
"Kesī","adv.","","Which way?","","75"
"Kesr","n.m.","(S. kesara)","Saffron.","","75"
"Kethī","adv.","","See Keī.","","75"
"Ketī","adv.","","See Keī.","","75"
"Ketnū or -á","adj. m.","","How much?","f. -ī, pl. -é.","75"
"Ketu","n.m.","","A kind of wild plant.","","75"
"Kewú","n.m.","","See Kalāw.","(used in Koti, Keonthal and Baghat).","75"
"Kfāt","n.f.","","See Khāt.","","75"
"Kfé'r","n.m.","","Difficulty, hardship, trouble.","Proverb: 'Jaa paṛe kfer, taa nā pānī ṭer, jaa āe gher, taa ni pāṇī ber' - 'When there is trouble, one ought not to weep; when there is opportunity, there should be no delay.'","75"
"Kgāl","adj.","(H. kangāl)","Poor, helpless.","","75"
"Khābal, khābbal","n.f.","","A net, snare, noose.","-de lāmṇu, v.s. re. To be caught in a snare.","75"
"Khabr","n.f.","(P. khabar)","News, tidings.","-denī, v.t. ir. To inform. -hoṇī, v.s. ir. To be known. -lānī, v.t. ir. To take care.","75"
"Khāch","n.m.","","See Khāt.","","75"
"Khachāī","n.f.","","The act of digging.","","75"
"Khachāwnu","v.t. re.","","To cause or allow to dig or excavate.","f. -ī, pl. -é.","75"
"Khāchdā or -u","pre. par.","","Digging.","f. -ī, pl. -é.","75"
"Khāchia or khāchró","c.p.","","Having dug.","","75"
"Khāchnu","v.t. re.","","To dig, to excavate.","f. -ī, pl. -é.","75"
"Khāchr","n.f.","(H. khachchar)","A mule.","pl. -ī.","75"
"Khāchū","v.","","May I dig?","","75"
"Khāchu-hundu or -á","pas. par.","","Dug.","f. -ī, pl. -é.","75"
"Khad","n.m.","","A ditch.","(Also khādd).","75"
"Khā'd","n.m.","(H.)","Manure.","","75"
"Khād","n.f.","","A small river.","","75"
"Khadd","n.f.","","See Khad.","","75"
"Khādrā","n.m. pl.","","A kind of coarse grass.","pl. -é.","75"
"Khādū or khāddū","n.m.","(H.)","A ram.","(Syn. khin).","75"
"Khafki","n.f.","(P. khafgī)","Displeasure.","hoṇī, v.s. ir. To be displeased. karnī, v.s. ir. To be displeased. -khāṇī, v.t. re. To bear one's displeasure. -paṛnī, v.s. ir. To be displeased.","75"
"Khaī","n.f.","","Rust.","khoṇī, v.t. re. To remove rust. lāgnī, v.s. re. To be rusty. -lāgi-jāṇī, v.s. ir. To become rusty.","75"
"Khāī","n.f.","","(1) Embezzlement, misappropriation of money. (2) A pit, a ditch.","(1) -lāgnī or -lānī, v.t. re. To embezzle. (2) -kāṭṇī, or -khoṇī, v.t. re. To dig a ditch or pit.","75"
"Khaiṅch","n.f.","(H.)","Pulling, the act of pulling.","-nu, v.t. re. To pull, to draw.","75"
"Khaiṅch-ā-tān","n.f.","","A struggle, contention, the act of pulling.","-ā-tān-lāgnī, v.r. re. To struggle.","75"
"Khaiṅchāwnu","v.t. re.","","To cause or allow to pull.","f. -ī, pl. -é.","76"
"Khaiṅchnu","v.t. re.","","See Khaiṅch.","","76"
"Khair","n.f.","(P. khair)","Welfare.","-hoṇī, v.s. ir. To be good. -manāwnī, v.a.t re. To wish well.","76"
"Khair","n.m.","(S. khadira)","A tree, the resin of which is used in medicine (Terra japonica or catechu; Mimosa catechu).","","76"
"Khaiṛū","n.m.","","A kind of gruel made from sour cheese by boiling rice in it.","(Also kjiyūṭū).","76"
"Khairū or -ā","adj. m.","","Brown (in colour).","f. -ī, pl. -é.","76"
"Khaj","n.f.","(S. kharjū)","Cutaneous eruption, itch, scab, etc.","-hoṇī, v.s. ir. To suffer from itch. -lāgnī, v.s. re. To have the itch. -khurkī, v.a. re. To scab off the itching part. -khurk-de-lāgnū, v.i. re. To begin to itch.","76"
"Khajānchī","n.m.","(H.)","A treasurer.","-gīrī, n.f. The work of a cashier. -gīrī-karnī, v.s. ir. To work as a cashier.","76"
"Khajālī","n.f.","","Haste.","-lāgnī or hoṇī, v.s. ir. To be hasty.","76"
"Khājī","n.f.","","Itch, scab.","","76"
"Khākh","n.m.","","Cheek.","pl. -o.","76"
"Khal, khaul","n.m.","","The substance that remains after extracting oil from oil seeds.","","76"
"Khā'l","n.f.","(H.)","A hide, skin.","-kārnī, v.a. re. To skin. (Also khulrā).","76"
"Khā'l","n.m.","","A tank, a pond.","Dim. -tá, n.m. A small pond.","76"
"Khaljā","n.m.","","A kind of resin, frankincense.","","76"
"Khalrā","n.m.","","See Khāl.","","76"
"Khalṭī","n.f.","","(1) A small skin bag. (2) A skin, a hide.","pl. -é.","76"
"Khalṭā","n.m.","","See Khalrā.","(Also khalṭu).","76"
"Khālṭā","n.m.","","A small pond.","","76"
"Khalṭu","n.m.","","See Khalṭā.","","76"
"Kham","n.m.","","Crookedness.","","76"
"Khambā","n.m.","(H. khambhā)","A beam of timber, a pier.","","76"
"Khāmpá","n.m.","","An inhabitant of Ladakh.","","76"
"Khān","n.f.","(S. khani)","A mine.","","76"
"Khanāī","n.f.","","The act of digging or excavating.","lānī, v.a. re. To begin digging.","76"
"Khanāwnu","v.t. re.","","To cause or allow to dig.","f. -ī, pl. -é.","76"
"Khaṇḍ","n.f.","(H.)","Sugar.","Proverb: 'Khaṇḍ maṇḍwā ekai bhāu.' - 'Sugar and black grain at one rate.'","76"
"Khaṇḍ","n.f.","","Discord, enmity.","-karnī, v.t. re. To make discord. -kholṇī, v.i. re. To become agreeable, to be on good terms. -paṇī, v.i. re. To be adverse to or against.","76"
"K-hāṇī","n.f.","","(1) A story. (2) Betrothal.","hoṇī, v.s. ir. To be betrothed.","76"
"Khanjrī","n.f.","(H. khaṅjarī)","A tambourine.","-bajawṇī, v.t. re. To play on a tambourine. -maṛhṇī, v.a. re. To cover a tambourine with leather.","76"
"Khaṅkā or -u","adj. m.","","Alone, lonely.","f. -ī, pl. -é.","77"
"Khaṅke-beṭhṇu or -rauṇu","v.i. re.","","To be alone or lonely.","","77"
"Khan-nu","v.t. re.","","To dig, to excavate.","f. -ī, pl. -é. pre. par. Khaṇḍá. c.p. Khaṇia or khaṇró. pas. par. Khaṇu-huṇḍu or -á.","77"
"Khānu","v.t. re.","","To eat, to take food.","pre. par. Khāndā. c.p. Khāia or khāiró. pas. par. Khāu-huṇḍu.","77"
"Khānsī","n.f.","(H.)","Cough.","hoṇī, v.s. ir. To suffer from cough.","77"
"Khaṇṭī","n.f.","(S. Khaṇḍa)","A bit, a piece.","","77"
"Khar, khār","n.m.","","Grass, hay.","-o-khe-dewṇu, v.i. ir. To go to cut grass. -lāuṇu, v.i. ir. 'I have to go for grass cutting.'","77"
"Khā'r","n.f.","","A grain measure equal to 20 jūns (16 pāthās make one jūn).","pl. khārī.","77"
"Kharāb","adj.","(H.)","Expense.","-hoṇu, v.i. ir. To be spent. -karnā, v.t. ir. To disburse, to expend.","77"
"Khārchā","n.m.","","A thick blanket made of goat's wool.","(Also bakroṭhā).","77"
"Khārī","n.f. pl.","","See Khā'r.","","77"
"Kharkū","n.m.","","A tester of grain.","(Mandi).","77"
"Khaṛk, khaṛkī","n.f.","","A kind of tree, the leaves of which are a fodder for cattle.","","77"
"Khaṛkī","n.f.","","See Khaṛk.","","77"
"Khaṛnu","v.i. re.","","(1) To be tired. (2) To stand.","","77"
"Khāṛsh","n.f.","","A grain measure equal to 20 khārs.","","77"
"Kharū or -ā","adj. m.","","Good, well.","f. -ī, pl. -é. hoṇu, v.i. ir. To be good. -karnu, v.t. ir. To scrutinize.","77"
"Kharūwṇu","v.t. re.","","To stand up.","","77"
"Khasam","n.m.","(H.)","Husband, master.","khuṇḍe wāloṇ - 'I will not stand up.'","77"
"Khash, Khaush","n.m.","","A grade or sub-caste of Kanets found in the Simla hills.","The latter form is used in Kotkhāi and Jubbal.","77"
"Khāt","n.m.","","A pit.","-khoṇu, v.t. ir. To dig a pit. (Also khāṭī).","77"
"Khāṭ","n.m.","","The frame on which a dead body is cremated.","","77"
"Khāṭaṇ","n.m.","","Means, livelihood.","","77"
"Khāṭī","n.f.","","See Khāt.","","77"
"Khaṭkā","n.m.","","(1) A knock. (2) A doubt, uncertainty.","-hoṇā, v.i. ir. To be knocked. -lāṇā, v.t. re. To knock, to doubt.","77"
"Khaṭkāwṇu, khṭkāwṇu","v.t. re.","","To cause or allow to knock.","","77"
"Khaṭknu","v.a.t. re.","","(1) To knock. (2) To be doubtful.","f. -ī, pl. -é.","77"
"Khaṭmal","n.m.","(H.)","A bed bug.","See Mānguṇī.","77"
"Khāṭṇu","v.i. re.","","To dig, to excavate.","f. -ī, pl. -é.","77"
